Category,Sub-Category,Sales,Quantity,Discount,Profit
Office Supplies,Paper,21.98,7,0.0,9.890999999999998
Furniture,Furnishings,63.2,5,0.0,23.384
Office Supplies,Appliances,39.0,12,0.0,11.309999999999999
Office Supplies,Binders,2.907,3,0.7,-2.0348999999999995
Furniture,Bookcases,556.665,5,0.15,6.549000000000021
Technology,Accessories,71.98,2,0.0,15.1158
Technology,Accessories,79.98,2,0.0,26.3934
Office Supplies,Binders,24.672,4,0.2,7.71
Office Supplies,Binders,3.7439999999999998,1,0.2,1.3104
Technology,Phones,445.96000000000004,5,0.2,55.74499999999995
Technology,Accessories,36.24,1,0.0,15.2208
Office Supplies,Fasteners,10.649999999999999,3,0.0,5.0055
Office Supplies,Paper,87.92,4,0.0,40.4432
Office Supplies,Binders,22.424000000000003,1,0.2,8.408999999999999
Office Supplies,Binders,90.48000000000002,3,0.2,33.93
Office Supplies,Storage,42.76,1,0.0,11.1176
Office Supplies,Binders,10.080000000000002,7,0.2,3.5279999999999996
Technology,Accessories,101.34,3,0.0,8.107199999999992
Technology,Phones,224.75,5,0.0,62.92999999999999
Office Supplies,Appliances,73.17599999999997,6,0.8,-197.57520000000002
Office Supplies,Paper,20.736000000000004,4,0.2,7.2576
Technology,Phones,39.984,2,0.2,-8.9964
Office Supplies,Binders,15.36,2,0.0,7.68
Office Supplies,Paper,36.28800000000001,7,0.2,12.700800000000001
Technology,Phones,150.384,2,0.2,15.038400000000003
Technology,Phones,280.78200000000004,3,0.4,-60.836100000000016
Technology,Accessories,31.983999999999998,2,0.2,1.1993999999999998
Office Supplies,Binders,11.232,3,0.2,3.9312000000000005
Office Supplies,Paper,26.400000000000002,5,0.0,11.879999999999999
Office Supplies,Art,3.52,2,0.0,1.0208
Technology,Accessories,1649.95,5,0.0,659.98
Furniture,Furnishings,111.89999999999999,6,0.0,51.47399999999999
Furniture,Bookcases,599.165,5,0.15,35.245000000000005
Office Supplies,Storage,46.53,3,0.0,12.097800000000001
Furniture,Furnishings,31.983999999999998,2,0.2,1.998999999999998
Office Supplies,Appliances,161.568,2,0.2,16.156799999999997
Office Supplies,Paper,4.064,1,0.2,1.3716
Office Supplies,Binders,6.216,4,0.7,-4.972799999999999
Office Supplies,Art,8.895999999999999,4,0.2,0.6671999999999998
Office Supplies,Appliances,1640.6999999999998,5,0.0,459.39599999999996
Technology,Accessories,270.0,3,0.0,97.19999999999999
Furniture,Furnishings,19.52,2,0.2,5.368000000000001
Office Supplies,Binders,9.810000000000002,5,0.7,-6.866999999999997
Furniture,Furnishings,213.216,3,0.2,15.991199999999992
Office Supplies,Binders,588.784,2,0.2,183.99499999999998
Office Supplies,Art,2.064,1,0.2,0.15480000000000005
Office Supplies,Paper,6.368,2,0.2,2.388
Technology,Accessories,99.6,1,0.0,36.852
Office Supplies,Binders,62.29600000000001,13,0.2,21.0249
Office Supplies,Art,10.709999999999999,3,0.0,2.7845999999999997
Office Supplies,Envelopes,20.936000000000003,1,0.2,7.0659
Technology,Phones,33.0,6,0.0,8.25
Technology,Accessories,249.95000000000002,5,0.0,87.48249999999999
Office Supplies,Supplies,357.93,3,0.0,7.158600000000007
Technology,Accessories,57.400000000000006,5,0.0,10.905999999999993
Office Supplies,Binders,331.96,2,0.0,149.38199999999998
Furniture,Furnishings,40.56,2,0.0,12.979199999999999
Office Supplies,Supplies,86.19999999999999,5,0.0,24.997999999999987
Office Supplies,Paper,38.016000000000005,6,0.2,13.780799999999996
Office Supplies,Storage,8.384,1,0.2,0.7336
Office Supplies,Art,6.848000000000001,2,0.2,0.7703999999999991
Office Supplies,Fasteners,19.6,5,0.0,9.604
Furniture,Furnishings,68.46,2,0.0,20.537999999999997
Office Supplies,Binders,13.343999999999998,6,0.2,4.336799999999999
Furniture,Tables,1478.272,8,0.2,92.39200000000005
Office Supplies,Storage,16.272000000000002,1,0.2,-3.864600000000002
Furniture,Furnishings,9.24,3,0.0,4.4352
Office Supplies,Binders,32.34,10,0.7,-23.716
Office Supplies,Paper,56.064,4,0.2,19.6224
Office Supplies,Envelopes,108.72,5,0.2,36.693
Furniture,Bookcases,181.47000000000003,5,0.7,-320.597
Office Supplies,Paper,16.176000000000002,3,0.2,6.065999999999999
Furniture,Chairs,122.352,3,0.2,13.764599999999994
Furniture,Chairs,585.552,3,0.2,73.19399999999996
Office Supplies,Paper,19.44,3,0.0,9.3312
Office Supplies,Appliances,123.92000000000002,5,0.2,9.293999999999997
Furniture,Furnishings,13.360000000000001,5,0.2,4.008000000000001
Office Supplies,Storage,78.256,2,0.2,-17.607599999999998
Furniture,Bookcases,102.01800000000001,7,0.7,-183.6323999999999
Office Supplies,Storage,750.68,2,0.0,37.53399999999999
Office Supplies,Labels,44.400000000000006,3,0.0,22.200000000000003
Office Supplies,Storage,84.55,5,0.0,22.8285
Office Supplies,Paper,17.94,3,0.0,8.790600000000001
Office Supplies,Binders,128.39999999999998,3,0.0,62.916
Office Supplies,Binders,1.8690000000000004,1,0.7,-1.3082999999999996
Technology,Phones,103.19200000000001,1,0.2,11.609099999999998
Technology,Accessories,36.0,2,0.0,6.479999999999997
Technology,Accessories,239.96,4,0.0,115.1808
Office Supplies,Storage,40.68,2,0.0,0.40679999999999694
Furniture,Chairs,419.13599999999997,4,0.2,-68.1096
Office Supplies,Envelopes,23.472,3,0.2,7.628399999999997
Office Supplies,Binders,3.591999999999999,4,0.8,-6.286000000000003
Technology,Phones,23.976000000000003,3,0.2,-5.694300000000001
Office Supplies,Labels,6.264,3,0.2,2.0358
Office Supplies,Appliances,20.808,3,0.2,1.8207000000000013
Furniture,Chairs,218.35200000000003,3,0.2,-19.105800000000016
Office Supplies,Storage,18.16,2,0.2,1.8160000000000016
Office Supplies,Supplies,7.36,2,0.0,0.14719999999999978
Office Supplies,Labels,41.4,4,0.0,19.872
Furniture,Bookcases,411.332,4,0.15,-4.839199999999977
Office Supplies,Binders,7.656000000000001,4,0.7,-6.124799999999999
Technology,Accessories,63.92000000000001,2,0.2,19.176000000000002
Office Supplies,Art,6.56,2,0.0,1.9023999999999992
Office Supplies,Labels,7.83,3,0.0,3.6018
Technology,Accessories,41.9,2,0.0,8.799
Furniture,Chairs,664.146,6,0.1,88.5528
Office Supplies,Paper,8.96,2,0.0,4.3904000000000005
Furniture,Furnishings,3.312,1,0.2,0.6623999999999998
Office Supplies,Appliances,20.136000000000003,3,0.2,1.2584999999999997
Office Supplies,Envelopes,8.856,3,0.2,2.878199999999999
Technology,Phones,859.1999999999999,4,0.4,-186.15999999999997
Office Supplies,Paper,61.96,2,0.0,27.881999999999998
Office Supplies,Envelopes,17.92,4,0.0,8.601600000000001
Furniture,Furnishings,145.9,5,0.0,62.736999999999995
Office Supplies,Paper,56.704,2,0.2,19.137599999999992
Technology,Phones,11.120000000000001,2,0.2,3.4749999999999996
Office Supplies,Paper,32.896,4,0.2,11.102399999999996
Office Supplies,Paper,22.776000000000003,3,0.2,7.6869
Technology,Phones,239.96999999999997,3,0.0,2.3996999999999815
Office Supplies,Appliances,160.32,2,0.0,44.8896
Technology,Phones,128.85000000000002,3,0.0,3.8654999999999973
Technology,Accessories,1319.96,4,0.0,527.984
Furniture,Chairs,239.95999999999998,10,0.3,-10.283999999999992
Furniture,Furnishings,54.768,2,0.2,6.8459999999999965
Office Supplies,Art,13.392000000000001,3,0.2,3.1806000000000005
Office Supplies,Paper,23.92,5,0.2,8.671
Technology,Accessories,255.968,4,0.2,-28.796399999999984
Office Supplies,Binders,21.552000000000003,6,0.2,7.004399999999998
Office Supplies,Appliances,58.24,4,0.0,15.724800000000002
Office Supplies,Paper,80.28,12,0.0,36.928799999999995
Office Supplies,Art,9.78,2,0.0,4.0098
Office Supplies,Fasteners,1.81,1,0.0,0.6516
Office Supplies,Paper,37.94,2,0.0,18.211199999999998
Technology,Phones,79.96,5,0.2,27.985999999999994
Office Supplies,Paper,115.296,3,0.2,40.353599999999986
Technology,Phones,2479.96,4,0.0,743.9879999999998
Technology,Accessories,179.94,6,0.0,75.57480000000001
Technology,Accessories,26.849999999999998,3,0.0,5.101499999999997
Technology,Accessories,323.37,3,0.0,129.348
Office Supplies,Paper,59.94,3,0.0,28.171799999999998
Office Supplies,Binders,64.14,3,0.0,30.7872
Office Supplies,Binders,11.67,3,0.0,5.6015999999999995
Office Supplies,Paper,12.96,2,0.0,6.2208000000000006
Office Supplies,Binders,17.43,3,0.0,8.0178
Furniture,Chairs,181.986,2,0.3,-54.5958
Office Supplies,Binders,1.5919999999999996,2,0.8,-2.6268000000000002
Office Supplies,Supplies,22.344,3,0.2,2.5136999999999983
Furniture,Tables,455.97,6,0.5,-218.86559999999997
Office Supplies,Binders,10.440000000000001,6,0.7,-7.655999999999999
Office Supplies,Binders,5.214,2,0.7,-4.171199999999999
Office Supplies,Storage,67.4,5,0.0,17.523999999999997
Furniture,Furnishings,25.16,2,0.0,10.567200000000001
Technology,Phones,126.56,4,0.2,47.459999999999994
Office Supplies,Appliances,43.68,3,0.0,11.793600000000001
Technology,Accessories,139.92999999999998,7,0.0,34.98249999999999
Office Supplies,Art,2.672,1,0.2,0.33399999999999974
Office Supplies,Supplies,16.656000000000002,6,0.2,-3.123000000000002
Technology,Accessories,79.51200000000001,3,0.2,20.8719
Office Supplies,Paper,36.28800000000001,7,0.2,12.700800000000001
Furniture,Bookcases,67.99319999999999,1,0.32,-12.998700000000007
Furniture,Furnishings,10.16,2,0.0,3.4543999999999997
Furniture,Furnishings,6.16,2,0.0,1.9711999999999996
Office Supplies,Art,56.3,2,0.0,15.764000000000003
Office Supplies,Paper,6.48,1,0.0,3.1104000000000003
Office Supplies,Storage,1325.8500000000001,5,0.0,238.6529999999999
Office Supplies,Labels,14.940000000000001,3,0.0,6.8724
Office Supplies,Binders,34.54,1,0.0,17.27
Technology,Copiers,2999.95,5,0.0,1439.976
Office Supplies,Binders,64.12,4,0.0,30.7776
Office Supplies,Art,19.456000000000003,4,0.2,2.188799999999997
Technology,Machines,209.986,2,0.3,8.99939999999998
Office Supplies,Art,29.760000000000005,5,0.2,1.8599999999999994
Furniture,Chairs,89.768,1,0.3,-2.564799999999998
Technology,Copiers,959.984,2,0.2,335.99440000000004
Office Supplies,Paper,15.552000000000003,3,0.2,5.6376
Technology,Phones,34.36000000000001,1,0.2,-7.3015000000000025
Office Supplies,Paper,98.376,3,0.2,35.661300000000004
Office Supplies,Binders,29.940000000000005,4,0.7,-23.952000000000005
Office Supplies,Paper,17.472,3,0.2,5.678399999999998
Technology,Phones,36.738,1,0.4,-9.184500000000003
Technology,Phones,179.93999999999997,2,0.4,-44.985
Furniture,Furnishings,383.64,6,0.0,122.7648
Office Supplies,Appliances,56.519999999999996,3,0.0,15.8256
Office Supplies,Art,6.56,2,0.0,1.9023999999999992
Furniture,Chairs,243.92,5,0.2,-15.245000000000005
Office Supplies,Paper,47.52,9,0.0,22.809600000000003
Furniture,Furnishings,19.98,1,0.0,8.591400000000002
Office Supplies,Art,8.0,5,0.0,3.440000000000001
Furniture,Furnishings,6.16,2,0.0,1.9711999999999996
Office Supplies,Storage,83.56,4,0.0,1.671199999999999
Technology,Phones,546.0600000000001,3,0.0,163.81799999999998
Office Supplies,Storage,269.49,3,0.0,5.389799999999994
Office Supplies,Fasteners,10.9,5,0.0,3.5970000000000004
Office Supplies,Binders,6.096,2,0.2,2.2098
Office Supplies,Storage,34.05,3,0.0,9.534000000000002
Office Supplies,Storage,352.38,2,0.0,81.04739999999998
Furniture,Chairs,245.98,2,0.0,27.057799999999986
Office Supplies,Binders,18.94,1,0.0,9.47
Office Supplies,Binders,59.91300000000001,7,0.7,-45.93329999999999
Technology,Phones,391.98,2,0.0,109.75440000000003
Technology,Phones,437.84999999999997,3,0.0,131.35499999999996
Office Supplies,Binders,68.62,2,0.0,32.251400000000004
Office Supplies,Supplies,25.02,3,0.0,6.5052
Office Supplies,Art,10.709999999999999,3,0.0,2.7845999999999997
Office Supplies,Art,55.98400000000001,2,0.2,4.1987999999999985
Office Supplies,Envelopes,14.480000000000002,5,0.2,4.886999999999999
Technology,Accessories,142.488,3,0.2,-3.5622000000000043
Office Supplies,Storage,14.16,1,0.2,1.0620000000000003
Office Supplies,Paper,79.92000000000002,5,0.2,27.972
Office Supplies,Binders,590.352,6,0.2,206.62319999999997
Furniture,Furnishings,17.088,2,0.2,1.0679999999999996
Furniture,Chairs,98.392,1,0.2,-11.069100000000006
Office Supplies,Art,11.05,5,0.0,2.9835000000000003
Office Supplies,Appliances,7.78,2,0.0,2.0228
Technology,Accessories,659.9,2,0.0,217.76699999999994
Technology,Accessories,53.040000000000006,3,0.2,-4.640999999999998
Technology,Accessories,843.9,2,0.0,371.31600000000003
Technology,Accessories,1496.16,9,0.0,224.42400000000006
Office Supplies,Storage,117.96,2,0.0,5.897999999999996
Office Supplies,Art,21.299999999999997,5,0.0,8.733
Office Supplies,Appliances,1040.8,5,0.0,281.0160000000001
Office Supplies,Art,29.339999999999996,6,0.0,7.9218
Furniture,Furnishings,19.52,2,0.2,5.368000000000001
Office Supplies,Storage,443.92,4,0.0,8.8784
Technology,Accessories,499.95,5,0.0,174.9825
Office Supplies,Art,3.04,1,0.0,1.0335999999999999
Furniture,Chairs,201.96,2,0.0,50.49000000000001
Furniture,Furnishings,68.64,11,0.0,17.160000000000004
Technology,Accessories,100.0,4,0.0,21.0
Technology,Accessories,359.98,2,0.0,21.598799999999983
Furniture,Furnishings,6.16,2,0.0,2.9568
Furniture,Tables,2348.82,9,0.0,399.29939999999976
Office Supplies,Labels,13.872000000000002,6,0.2,4.681800000000001
Furniture,Chairs,273.552,3,0.2,-13.677599999999998
Furniture,Tables,815.2919999999999,9,0.4,-339.7050000000001
Technology,Accessories,234.45000000000002,3,0.0,103.15800000000003
Furniture,Tables,1256.22,6,0.0,75.37319999999994
Office Supplies,Binders,17.46,2,0.0,8.206199999999999
Office Supplies,Binders,10.528,7,0.2,3.6847999999999987
Office Supplies,Binders,152.79999999999998,5,0.0,76.39999999999999
Office Supplies,Binders,82.56,5,0.2,28.896
Technology,Accessories,284.96999999999997,3,0.0,85.49099999999996
Furniture,Furnishings,60.84,3,0.0,23.1192
Furniture,Chairs,1325.76,6,0.2,149.1479999999999
Furniture,Chairs,572.1600000000001,3,0.2,35.75999999999996
Office Supplies,Paper,28.8,9,0.2,10.080000000000002
Office Supplies,Art,11.12,4,0.0,2.8911999999999995
Furniture,Furnishings,7.04,4,0.0,3.0976000000000004
Office Supplies,Envelopes,17.94,3,0.0,8.790600000000001
Office Supplies,Binders,34.76,5,0.2,11.296999999999999
Furniture,Furnishings,74.45,5,0.0,20.1015
Furniture,Furnishings,192.22,14,0.0,69.1992
Office Supplies,Paper,19.44,3,0.0,9.3312
Office Supplies,Paper,32.400000000000006,5,0.0,15.552000000000001
Office Supplies,Envelopes,57.9,5,0.0,28.95
Office Supplies,Storage,10.56,2,0.0,0.0
Furniture,Bookcases,1194.165,5,0.15,210.73499999999993
Office Supplies,Paper,40.99,1,0.0,20.0851
Office Supplies,Art,2.94,1,0.0,0.7938000000000001
Office Supplies,Binders,45.24000000000001,4,0.7,-30.159999999999997
Office Supplies,Art,18.688,4,0.2,2.3359999999999994
Office Supplies,Paper,11.648000000000001,2,0.2,3.785599999999999
Technology,Accessories,112.77600000000001,3,0.2,-8.458199999999998
Furniture,Tables,377.45,5,0.5,-264.21500000000003
Office Supplies,Labels,15.936000000000002,4,0.2,5.1792
Technology,Phones,28.68,3,0.2,-7.17
Furniture,Furnishings,21.44,2,0.2,7.503999999999999
Office Supplies,Storage,511.05600000000004,9,0.2,-95.82300000000008
Office Supplies,Art,18.656000000000002,2,0.2,1.3992000000000013
Office Supplies,Binders,11.088000000000003,7,0.7,-8.1312
Office Supplies,Storage,66.688,1,0.2,4.168000000000003
Office Supplies,Storage,99.488,2,0.2,8.705200000000005
Office Supplies,Labels,14.62,2,0.0,6.8713999999999995
Office Supplies,Binders,53.984,14,0.2,17.544800000000002
Technology,Accessories,389.97,3,0.0,132.58980000000003
Furniture,Furnishings,355.36,4,0.0,92.39359999999999
Technology,Phones,140.376,3,0.2,8.773500000000006
Office Supplies,Envelopes,15.840000000000002,2,0.2,5.543999999999999
Office Supplies,Paper,8.448,2,0.2,2.6399999999999997
Office Supplies,Paper,12.96,2,0.0,6.2208000000000006
Technology,Phones,57.40800000000001,6,0.2,5.740800000000002
Technology,Accessories,27.6,4,0.0,2.2079999999999984
Furniture,Furnishings,38.976,3,0.6,-50.66879999999999
Office Supplies,Fasteners,20.439999999999998,7,0.0,9.197999999999999
Office Supplies,Paper,109.92,2,0.0,53.8608
Office Supplies,Binders,6.38,1,0.0,2.9347999999999996
Office Supplies,Paper,6.48,1,0.0,3.1104000000000003
Office Supplies,Paper,15.84,3,0.0,7.128
Technology,Phones,1049.93,7,0.0,293.98040000000003
Office Supplies,Appliances,154.9,5,0.0,40.274
Office Supplies,Binders,98.352,3,0.2,35.65259999999999
Office Supplies,Fasteners,14.320000000000002,5,0.2,5.191000000000001
Furniture,Furnishings,129.888,6,0.2,12.98879999999999
Office Supplies,Envelopes,48.944,7,0.2,16.5186
Furniture,Chairs,275.058,3,0.3,-90.3762
Office Supplies,Art,27.36,9,0.0,9.302399999999999
Office Supplies,Paper,44.75,5,0.0,20.584999999999994
Technology,Phones,134.99,1,0.0,36.4473
Office Supplies,Paper,26.400000000000002,5,0.0,12.672
Furniture,Chairs,542.9399999999999,3,0.0,141.1644
Furniture,Tables,71.08800000000001,2,0.2,-1.777200000000004
Office Supplies,Binders,27.395999999999997,9,0.8,-42.46380000000002
Office Supplies,Binders,13.455999999999998,1,0.8,-23.54800000000001
Office Supplies,Labels,11.840000000000002,1,0.2,4.4399999999999995
Office Supplies,Paper,35.88,6,0.0,17.581200000000003
Office Supplies,Envelopes,40.752,3,0.2,15.281999999999998
Technology,Accessories,139.96000000000004,5,0.2,-22.743500000000004
Office Supplies,Art,2.624,1,0.2,0.2951999999999996
Furniture,Tables,136.53,1,0.4,-52.33650000000003
Technology,Accessories,263.96,1,0.2,42.893499999999975
Office Supplies,Supplies,11.64,3,0.0,3.3755999999999986
Office Supplies,Binders,40.176,3,0.2,14.563799999999997
Furniture,Furnishings,79.44,3,0.0,30.1872
Office Supplies,Supplies,357.93,3,0.0,7.158600000000007
Furniture,Chairs,127.76400000000001,2,0.1,21.294000000000008
Technology,Copiers,2799.944,7,0.2,1014.9797
Office Supplies,Paper,19.44,3,0.0,9.3312
Technology,Phones,36.792,1,0.2,4.139099999999999
Technology,Phones,5.9399999999999995,3,0.0,1.6038
Office Supplies,Storage,177.54999999999998,5,0.0,47.938500000000005
Technology,Accessories,619.9499999999999,5,0.0,111.59099999999995
Technology,Phones,29.160000000000004,3,0.0,8.456399999999999
Office Supplies,Envelopes,57.959999999999994,7,0.0,27.241199999999996
Office Supplies,Appliances,29.403,3,0.1,5.227200000000001
Office Supplies,Storage,81.4,5,0.0,21.164000000000005
Office Supplies,Fasteners,8.72,5,0.2,2.289000000000001
Technology,Accessories,91.17600000000002,3,0.2,4.558799999999994
Technology,Accessories,159.96800000000002,4,0.2,29.993999999999986
Office Supplies,Paper,12.96,2,0.0,6.2208000000000006
Office Supplies,Storage,331.536,3,0.2,-82.884
Technology,Accessories,899.91,9,0.0,395.96040000000005
Technology,Phones,946.344,7,0.2,118.29299999999989
Technology,Accessories,178.10999999999999,3,0.0,32.059799999999996
Office Supplies,Appliances,1089.75,3,0.0,305.1300000000001
Office Supplies,Labels,61.06,2,0.0,28.087600000000002
Furniture,Bookcases,459.92,4,0.0,41.392799999999966
Office Supplies,Paper,27.52,4,0.0,12.659199999999998
Furniture,Bookcases,638.82,9,0.0,185.25779999999997
Office Supplies,Supplies,30.69,3,0.0,7.979400000000002
Furniture,Furnishings,25.16,2,0.0,8.554399999999998
Office Supplies,Binders,13.919999999999998,3,0.2,4.872000000000001
Office Supplies,Paper,19.36,2,0.0,9.2928
Furniture,Furnishings,19.3,2,0.0,5.789999999999999
Office Supplies,Binders,38.376000000000005,3,0.2,13.4316
Office Supplies,Paper,12.96,2,0.0,6.3504000000000005
Furniture,Furnishings,26.48,1,0.0,10.0624
Technology,Machines,532.72,2,0.2,53.27199999999999
Office Supplies,Paper,26.72,4,0.0,12.8256
Office Supplies,Paper,20.04,3,0.0,9.6192
Office Supplies,Storage,795.48,7,0.0,7.954799999999963
Furniture,Furnishings,21.560000000000002,7,0.0,6.899199999999999
Technology,Phones,249.58400000000003,2,0.2,31.197999999999986
Technology,Accessories,68.112,3,0.2,17.879399999999997
Technology,Accessories,16.560000000000002,3,0.2,-2.4840000000000018
Technology,Phones,74.95,5,0.0,36.725500000000004
Furniture,Tables,355.455,3,0.5,-184.83660000000003
Office Supplies,Labels,44.400000000000006,3,0.0,22.200000000000003
Office Supplies,Labels,20.65,5,0.0,9.498999999999999
Furniture,Chairs,866.4,4,0.0,225.264
Office Supplies,Art,5.56,2,0.0,1.4455999999999998
Office Supplies,Appliances,3.1599999999999993,4,0.8,-8.532
Technology,Copiers,1999.96,5,0.2,624.9875
Furniture,Furnishings,46.152,3,0.2,12.114900000000002
Technology,Machines,32.985,3,0.5,-1.9791000000000025
Office Supplies,Storage,481.32,4,0.0,125.14319999999998
Office Supplies,Binders,6.384,1,0.2,2.1546000000000003
Office Supplies,Appliances,542.9399999999999,3,0.0,152.02319999999997
Furniture,Furnishings,54.92,4,0.0,19.7712
Furniture,Chairs,1448.8200000000002,10,0.1,209.27399999999992
Office Supplies,Storage,353.88,6,0.0,17.69399999999999
Technology,Phones,333.576,3,0.2,25.018199999999993
Office Supplies,Labels,60.144000000000005,6,0.2,20.298599999999993
Technology,Accessories,85.2,6,0.2,20.234999999999996
Office Supplies,Labels,3.15,1,0.0,1.512
Office Supplies,Paper,22.72,4,0.0,10.223999999999998
Furniture,Furnishings,14.91,3,0.0,4.6221
Office Supplies,Appliances,1158.12,4,0.0,335.85479999999984
Technology,Copiers,599.99,1,0.0,233.9961
Office Supplies,Storage,23.968000000000004,2,0.2,2.396799999999999
Furniture,Chairs,638.2880000000001,7,0.2,-31.914400000000015
Office Supplies,Binders,13.208000000000002,1,0.2,4.622800000000001
Office Supplies,Binders,15.528,3,0.2,5.823
Office Supplies,Paper,104.85,1,0.0,50.327999999999996
Office Supplies,Art,30.48,3,0.0,7.924800000000001
Furniture,Chairs,112.64800000000001,1,0.2,11.264799999999997
Technology,Machines,71.976,3,0.2,24.2919
Office Supplies,Art,2.21,1,0.0,0.5967
Office Supplies,Envelopes,15.52,4,0.0,7.4496
Office Supplies,Paper,36.44,4,0.0,16.397999999999996
Furniture,Bookcases,217.764,6,0.7,-384.7164
Office Supplies,Supplies,39.072,6,0.2,4.395599999999998
Office Supplies,Binders,22.638,7,0.7,-16.6012
Office Supplies,Art,95.14399999999999,7,0.2,10.703699999999987
Furniture,Furnishings,12.320000000000002,5,0.2,1.8479999999999985
Office Supplies,Binders,4.4190000000000005,3,0.7,-3.0933
Office Supplies,Fasteners,35.0,7,0.0,16.8
Furniture,Chairs,72.784,1,0.2,0.0
Office Supplies,Appliances,97.84,2,0.0,25.4384
Furniture,Furnishings,51.75,1,0.0,15.524999999999999
Office Supplies,Binders,46.672000000000004,2,0.2,16.3352
Office Supplies,Storage,1395.54,9,0.0,362.84040000000005
Furniture,Furnishings,117.36,4,0.0,36.38159999999999
Office Supplies,Labels,18.9,3,0.0,8.693999999999999
Office Supplies,Paper,77.52,2,0.0,37.9848
Furniture,Chairs,421.372,2,0.3,-6.019600000000054
Technology,Phones,575.9680000000001,4,0.2,43.19760000000002
Office Supplies,Paper,10.368000000000002,2,0.2,3.6288
Technology,Phones,15.984000000000002,2,0.2,1.1988000000000003
Office Supplies,Art,10.272000000000002,3,0.2,1.1555999999999984
Office Supplies,Storage,61.792,4,0.2,6.179200000000002
Furniture,Bookcases,205.99919999999997,3,0.32,-27.264600000000016
Office Supplies,Paper,12.192,3,0.2,4.1148
Office Supplies,Appliances,87.168,2,0.2,8.716800000000006
Office Supplies,Art,31.744,2,0.2,8.332800000000002
Furniture,Furnishings,132.22400000000002,4,0.2,-18.180799999999998
Office Supplies,Paper,105.52,4,0.0,48.539199999999994
Furniture,Furnishings,91.96,2,0.0,15.633199999999988
Technology,Phones,1487.976,3,0.2,185.99699999999984
Office Supplies,Paper,19.44,3,0.0,9.3312
Technology,Accessories,11.672,1,0.2,-0.7295000000000007
Technology,Phones,279.96,4,0.0,78.3888
Office Supplies,Binders,12.912,3,0.2,4.6806
Office Supplies,Binders,17.088,4,0.2,5.767199999999999
Office Supplies,Labels,93.14999999999999,9,0.0,44.712
Office Supplies,Labels,11.52,4,0.0,5.6448
Office Supplies,Supplies,238.62,2,0.0,4.772400000000005
Office Supplies,Appliances,7.77,1,0.0,2.0979
Furniture,Tables,285.48,5,0.2,-10.705500000000043
Office Supplies,Binders,19.168000000000003,4,0.2,6.4692
Office Supplies,Appliances,26.136000000000003,3,0.2,1.9602000000000004
Office Supplies,Paper,419.4,4,0.0,201.31199999999998
Furniture,Chairs,90.801,1,0.1,14.1246
Furniture,Chairs,181.764,2,0.1,-8.07840000000002
Office Supplies,Art,5.56,2,0.0,2.2239999999999998
Furniture,Tables,581.96,2,0.0,104.75279999999998
Furniture,Chairs,29.98,1,0.0,8.0946
Technology,Accessories,519.96,4,0.0,176.78640000000001
Office Supplies,Labels,6.264,3,0.2,2.0358
Furniture,Chairs,363.92,5,0.2,0.0
Office Supplies,Binders,64.2,5,0.7,-42.79999999999998
Office Supplies,Binders,38.52,3,0.7,-26.964
Technology,Accessories,72.6,5,0.2,-8.167499999999993
Technology,Phones,57.568,4,0.2,5.756800000000002
Office Supplies,Storage,83.69999999999999,5,0.0,3.3479999999999954
Office Supplies,Paper,32.400000000000006,5,0.0,15.552000000000001
Furniture,Furnishings,47.98,2,0.0,11.035399999999996
Technology,Phones,415.9680000000001,4,0.2,51.99599999999998
Office Supplies,Storage,304.9,5,0.0,6.097999999999999
Furniture,Furnishings,80.96,4,0.0,29.145599999999995
Office Supplies,Storage,777.21,7,0.0,54.40469999999996
Office Supplies,Paper,32.400000000000006,5,0.0,15.552000000000001
Furniture,Chairs,225.56799999999998,2,0.2,2.81959999999998
Furniture,Furnishings,36.599999999999994,3,0.0,15.372000000000002
Office Supplies,Appliances,715.64,2,0.0,178.90999999999997
Office Supplies,Storage,795.51,3,0.0,143.19179999999994
Technology,Copiers,549.99,1,0.0,274.995
Office Supplies,Binders,74.76,3,0.0,34.3896
Furniture,Furnishings,29.22,3,0.0,12.856800000000002
Office Supplies,Binders,9.64,2,0.0,4.7236
Office Supplies,Storage,33.48800000000001,7,0.2,-1.2558000000000051
Office Supplies,Supplies,23.04,3,0.2,-4.895999999999999
Office Supplies,Binders,1.3619999999999997,1,0.8,-2.1792000000000007
Furniture,Furnishings,14.76,5,0.6,-11.439000000000004
Furniture,Bookcases,239.66599999999997,2,0.15,14.097999999999999
Furniture,Tables,301.96,2,0.0,45.29399999999998
Office Supplies,Paper,7.968000000000001,2,0.2,2.8884000000000007
Office Supplies,Paper,109.92,2,0.0,53.8608
Office Supplies,Paper,19.44,3,0.0,9.3312
Office Supplies,Art,11.16,2,0.0,4.3524
Office Supplies,Appliances,79.47,3,0.0,22.251600000000003
Office Supplies,Art,4.56,2,0.0,2.0064
Furniture,Chairs,1133.35,5,0.0,294.67100000000005
Office Supplies,Art,4.672,1,0.2,0.5839999999999999
Office Supplies,Binders,104.58000000000001,6,0.7,-80.17800000000003
Furniture,Chairs,1603.1360000000002,4,0.2,100.19599999999997
Furniture,Tables,1293.4879999999998,7,0.2,80.84300000000007
Furniture,Furnishings,127.94999999999999,3,0.0,21.751499999999986
Office Supplies,Storage,59.76,1,0.0,16.732800000000005
